Annee;Diplôme;Numéro de l'établissement;Établissement;Établissement actuel;Code de l'académie;Académie;Code du domaine;Domaine;Code de la discipline;Discipline;situation;Remarque;Nombre de réponses;Taux de réponse;Poids de la discipline;Taux d’insertion;Taux d'emploi;Taux d'emploi salarié en France;% emplois cadre ou professions intermédiaires;% emplois stables;% emplois à temps plein;Salaire net médian des emplois à temps plein;Salaire brut annuel estimé;% de diplômés boursiers;Taux de chômage régional;Salaire net mensuel médian régional;% emplois cadre;% emplois extérieurs à la région de l’université;% femmes;Salaire net mensuel régional 1er quartile;Salaire net mensuel régional 3ème quartile;cle_ETAB;cle_DISC;Id_Paysage
2012;MASTER ENS;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;27;73;100;ns;;;ns;ns;ns;ns;ns;22;9;2020;ns;ns;ns;1580;2530;Paris 7 - Denis Diderot_18;disc18_18;5KpJ9
2012;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;54;51;25;89;;;75;51;80;1630;25500;22;9;2020;49;19;74;1580;2530;Paris 7 - Denis Diderot_18;disc06_18;5KpJ9
2012;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;30;67;11;ns;;;ns;ns;ns;ns;ns;22;9;2020;ns;ns;ns;1580;2530;Paris 7 - Denis Diderot_18;disc11_18;5KpJ9
2013;MASTER LMD;0750736T;Paris - Dauphine;;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;0;;;;;;;;;;;29;8.8;2070;;;;1630;2580;Paris - Dauphine_18;disc12_18;C6Ps7
2013;MASTER LMD;0750736T;Paris - Dauphine;;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;0;;;;;;;;;;;29;8.8;2070;;;;1630;2580;Paris - Dauphine_30;disc12_30;C6Ps7
2013;MASTER LMD;0750736T;Paris - Dauphine;;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;0;;;;;;;;;;;29;8.8;2070;;;;1630;2580;Paris - Dauphine_30;disc16_30;C6Ps7
2013;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;105;77;12;86;;;90;52;97;1880;29400;21;8.8;2070;61;24;69;1630;2580;Paris 1 - Panthéon Sorbonne_30;disc05_30;6G2TU
2013;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;224;77;24;78;;;80;32;86;1700;26500;21;8.8;2070;57;35;72;1630;2580;Paris 1 - Panthéon Sorbonne_18;disc07_18;6G2TU
2013;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;154;79;16;79;;;87;47;94;1760;27500;21;8.8;2070;64;37;73;1630;2580;Paris 1 - Panthéon Sorbonne_30;disc11_30;6G2TU
2013;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;9;50;1;ns;;;ns;ns;ns;ns;ns;21;8.8;2070;ns;ns;ns;1630;2580;Paris 1 - Panthéon Sorbonne_30;disc12_30;6G2TU
2013;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;173;48;88;84;;;93;62;98;2210;34400;10;8.8;2070;89;26;58;1630;2580;Paris 2 - Panthéon Assas_18;disc01_18;GBpkg
2013;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;29;66;14;ns;;;ns;ns;ns;ns;ns;10;8.8;2070;ns;ns;ns;1630;2580;Paris 2 - Panthéon Assas_18;disc03_18;GBpkg
2013;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;56;46;29;89;;;98;92;100;2400;37400;10;8.8;2070;93;ns;58;1630;2580;Paris 2 - Panthéon Assas_30;disc04_30;GBpkg
2013;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;35;75;12;83;;;ns;ns;ns;ns;ns;10;8.8;2070;ns;ns;57;1630;2580;Paris 2 - Panthéon Assas_30;disc10_30;GBpkg
2013;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;39;55;22;79;;;61;48;74;ns;ns;23;8.8;2070;25;18;87;1630;2580;Paris 3 - Sorbonne Nouvelle_18;disc10_18;8k883
2013;MASTER LMD;0751720M;Paris 4 - Sorbonne;Sorbonne Université (Sorbonne U);A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;179;63;62;92;;;82;78;94;2120;33000;17;8.8;2070;73;16;73;1630;2580;Paris 4 - Sorbonne_30;disc07_30;kvciR
2013;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;83;59;24;94;;;95;86;95;2370;36900;20;8.8;2070;85;15;50;1630;2580;Paris René Descartes_30;disc01_30;O2v0H
2013;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;39;60;11;89;;;ns;ns;ns;ns;ns;20;8.8;2070;ns;9;63;1630;2580;Paris René Descartes_18;disc02_18;O2v0H
2013;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;178;66;46;89;;;89;50;70;1800;28100;20;8.8;2070;70;18;89;1630;2580;Paris René Descartes_18;disc07_18;O2v0H
2013;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;;100;67;25;90;;;91;48;61;1700;26500;20;8.8;2070;82;17;95;1630;2580;Paris René Descartes_18;disc09_18;O2v0H
2013;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;78;54;25;93;;;98;79;100;2300;35900;20;8.8;2070;87;34;58;1630;2580;Paris René Descartes_30;disc12_30;O2v0H
2013;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;5;83;2;ns;;;ns;ns;ns;ns;ns;20;8.8;2070;ns;ns;ns;1630;2580;Paris René Descartes_18;disc14_18;O2v0H
2013;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;4;44;1;ns;;;ns;ns;ns;ns;ns;20;8.8;2070;ns;ns;ns;1630;2580;Paris René Descartes_30;disc16_30;O2v0H
2013;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;39;52;12;97;;;97;88;100;2200;34300;20;8.8;2070;85;25;49;1630;2580;Paris René Descartes_30;disc17_30;O2v0H
2013;MASTER LMD;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;30;58;10;97;;;ns;ns;ns;ns;ns;26;8.8;2070;ns;ns;60;1630;2580;Paris Pierre et Marie Curie_30;disc05_30;3RMeh
2013;MASTER LMD;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;50;66;15;92;;;100;91;100;2300;35900;26;8.8;2070;95;21;22;1630;2580;Paris Pierre et Marie Curie_30;disc15_30;3RMeh
2013;MASTER LMD;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;81;64;24;94;;;99;89;100;2220;34600;26;8.8;2070;97;11;11;1630;2580;Paris Pierre et Marie Curie_18;disc16_18;3RMeh
2013;MASTER ENS;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;22;70;100;ns;;;ns;ns;ns;ns;ns;;8.8;2070;ns;ns;ns;1630;2580;Paris 7 - Denis Diderot_30;disc18_30;5KpJ9
2013;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;32;57;14;85;;;ns;ns;ns;ns;ns;26;8.8;2070;ns;ns;81;1630;2580;Paris 7 - Denis Diderot_18;disc11_18;5KpJ9
2013;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;29;52;13;67;;;ns;ns;ns;ns;ns;26;8.8;2070;ns;ns;ns;1630;2580;Paris 7 - Denis Diderot_18;disc13_18;5KpJ9
2014;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;566;70;65;94;;;94;80;98;2450;38200;18;8.3;2050;82;20;58;1610;2560;Paris 1 - Panthéon Sorbonne_30;disc01_30;6G2TU
2014;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;118;69;13;92;;;91;72;97;2300;35900;18;8.3;2050;78;24;52;1610;2560;Paris 1 - Panthéon Sorbonne_18;disc03_18;6G2TU
2014;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;;73;80;8;91;;;78;34;91;2000;31200;18;8.3;2050;56;21;62;1610;2560;Paris 1 - Panthéon Sorbonne_18;disc08_18;6G2TU
2014;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;73;80;8;86;;;76;44;89;1900;29600;18;8.3;2050;62;21;62;1610;2560;Paris 1 - Panthéon Sorbonne_30;disc08_30;6G2TU
2014;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;9;53;1;ns;;;ns;ns;ns;ns;ns;18;8.3;2050;ns;ns;ns;1610;2560;Paris 1 - Panthéon Sorbonne_30;disc10_30;6G2TU
2014;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;10;48;2;ns;;;ns;ns;ns;ns;ns;18;8.3;2050;ns;ns;ns;1610;2560;Paris 1 - Panthéon Sorbonne_30;disc12_30;6G2TU
2014;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;103;60;40;93;;;95;57;100;2040;31900;10;8.3;2050;85;20;60;1610;2560;Paris 2 - Panthéon Assas_18;disc02_18;GBpkg
2014;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;8;60;3;ns;;;ns;ns;ns;ns;ns;10;8.3;2050;ns;ns;ns;1610;2560;Paris 2 - Panthéon Assas_30;disc05_30;GBpkg
2014;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;35;61;14;83;;;ns;ns;ns;ns;ns;10;8.3;2050;ns;21;61;1610;2560;Paris 2 - Panthéon Assas_18;disc07_18;GBpkg
2014;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;126;59;61;88;;;68;63;80;1600;25000;26;8.3;2050;53;23;81;1610;2560;Paris 3 - Sorbonne Nouvelle_18;disc06_18;8k883
2014;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;39;65;16;87;;;76;34;88;1590;24800;26;8.3;2050;50;48;79;1610;2560;Paris 3 - Sorbonne Nouvelle_18;disc11_18;8k883
2014;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;39;65;16;85;;;76;45;94;1760;27500;26;8.3;2050;54;48;79;1610;2560;Paris 3 - Sorbonne Nouvelle_30;disc11_30;8k883
2014;MASTER LMD;0751720M;Paris 4 - Sorbonne;Sorbonne Université (Sorbonne U);A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;227;66;67;90;;;88;65;93;1950;30400;28;8.3;2050;75;18;77;1610;2560;Paris 4 - Sorbonne_18;disc07_18;kvciR
2014;MASTER LMD;0751720M;Paris 4 - Sorbonne;Sorbonne Université (Sorbonne U);A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;20;67;6;ns;;;ns;ns;ns;ns;ns;28;8.3;2050;ns;ns;ns;1610;2560;Paris 4 - Sorbonne_18;disc11_18;kvciR
2014;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;11;42;3;ns;;;ns;ns;ns;ns;ns;21;8.3;2050;ns;ns;ns;1610;2560;Paris René Descartes_18;disc03_18;O2v0H
2014;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;183;70;46;93;;;85;67;75;1800;28100;21;8.3;2050;72;23;84;1610;2560;Paris René Descartes_30;disc07_30;O2v0H
2014;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;3;38;1;ns;;;ns;ns;ns;ns;ns;21;8.3;2050;ns;ns;ns;1610;2560;Paris René Descartes_18;disc14_18;O2v0H
2014;MASTER LMD;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;21;52;7;ns;;;ns;ns;ns;ns;ns;29;8.3;2050;ns;ns;ns;1610;2560;Paris Pierre et Marie Curie_18;disc01_18;3RMeh
2014;MASTER LMD;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;21;52;7;ns;;;ns;ns;ns;ns;ns;29;8.3;2050;ns;ns;ns;1610;2560;Paris Pierre et Marie Curie_30;disc05_30;3RMeh
2014;MASTER LMD;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;59;54;17;78;;;93;74;98;2000;31200;29;8.3;2050;89;28;44;1610;2560;Paris Pierre et Marie Curie_18;disc14_18;3RMeh
2014;MASTER LMD;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;16;52;5;ns;;;ns;ns;ns;ns;ns;29;8.3;2050;ns;ns;ns;1610;2560;Paris Pierre et Marie Curie_18;disc17_18;3RMeh
2014;MASTER LMD;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;16;52;5;ns;;;ns;ns;ns;ns;ns;29;8.3;2050;ns;ns;ns;1610;2560;Paris Pierre et Marie Curie_30;disc17_30;3RMeh
2014;MASTER ENS;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;16;73;;;;;;;;;;20;8.3;2050;;;;1610;2560;Paris 7 - Denis Diderot_18;disc18_18;5KpJ9
2014;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;18;73;6;ns;;;ns;ns;ns;ns;ns;24;8.3;2050;ns;ns;ns;1610;2560;Paris 7 - Denis Diderot_30;disc08_30;5KpJ9
2014;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;15;70;6;ns;;;ns;ns;ns;ns;ns;24;8.3;2050;ns;ns;ns;1610;2560;Paris 7 - Denis Diderot_18;disc16_18;5KpJ9
2015;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;578;70;63;91;;;91;70;98;2210;34500;23;7.8;2060;78;18;56;1600;2570;Paris 1 - Panthéon Sorbonne_18;disc01_18;6G2TU
2015;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;578;70;63;94;;;96;84;99;2470;38600;23;7.8;2060;83;18;56;1600;2570;Paris 1 - Panthéon Sorbonne_30;disc01_30;6G2TU
2015;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;153;72;16;89;;;96;69;94;2160;33700;23;7.8;2060;83;27;62;1600;2570;Paris 1 - Panthéon Sorbonne_18;disc02_18;6G2TU
2015;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;;94;75;9;85;;;86;42;93;1690;26300;23;7.8;2060;60;20;59;1600;2570;Paris 1 - Panthéon Sorbonne_18;disc08_18;6G2TU
2015;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;94;75;9;88;;;86;63;95;1930;30200;23;7.8;2060;61;20;59;1600;2570;Paris 1 - Panthéon Sorbonne_30;disc08_30;6G2TU
2015;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;228;65;90;91;;;94;68;97;2170;33800;14;7.8;2060;81;23;59;1600;2570;Paris 2 - Panthéon Assas_18;disc01_18;GBpkg
2015;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;34;54;14;97;;;91;85;100;ns;ns;14;7.8;2060;81;29;44;1600;2570;Paris 2 - Panthéon Assas_30;disc03_30;GBpkg
2015;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;130;68;61;91;;;75;51;83;1750;27300;24;7.8;2060;53;39;80;1600;2570;Paris 3 - Sorbonne Nouvelle_30;disc06_30;8k883
2015;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;53;69;27;83;;;83;55;93;1590;24900;24;7.8;2060;30;36;88;1600;2570;Paris 3 - Sorbonne Nouvelle_30;disc10_30;8k883
2015;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;;98;64;30;88;;;95;57;68;1750;27300;21;7.8;2060;84;29;92;1600;2570;Paris René Descartes_18;disc09_18;O2v0H
2015;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;81;55;27;95;;;90;68;92;2100;32800;21;7.8;2060;75;15;53;1600;2570;Paris René Descartes_18;disc12_18;O2v0H
2015;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;81;55;27;90;;;92;76;93;2250;35100;21;7.8;2060;83;15;53;1600;2570;Paris René Descartes_30;disc12_30;O2v0H
2015;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;6;50;2;ns;;;ns;ns;ns;ns;ns;21;7.8;2060;ns;ns;ns;1600;2570;Paris René Descartes_30;disc16_30;O2v0H
2015;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;65;57;27;90;;;85;62;85;1800;28100;21;7.8;2060;54;22;71;1600;2570;Paris 7 - Denis Diderot_18;disc06_18;5KpJ9
2015;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;51;72;7;92;;;75;70;91;1800;28100;27;7.8;2060;50;19;66;1600;2570;Sorbonne Université_30;disc08_30;bxPQe
2015;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;25;46;5;ns;;;ns;ns;ns;ns;ns;27;7.8;2060;ns;ns;ns;1600;2570;Sorbonne Université_18;disc17_18;bxPQe
2015;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;25;46;5;ns;;;ns;ns;ns;ns;ns;27;7.8;2060;ns;ns;ns;1600;2570;Sorbonne Université_30;disc17_30;bxPQe
